time,accel,temperature,pressure
3050,9.798584938049316,40.625,101976.25
3100,9.822994232177734,40.75,102006.5
3150,9.808497428894043,40.75,102026.5
3200,9.810791969299316,40.8125,102003.5
3250,9.828286170959473,40.875,102011.5
3300,9.815316200256348,40.6875,102017.75
3350,9.808941841125488,40.9375,102057.75
3400,9.785125732421875,40.75,102012.75
3450,9.79855728149414,40.8125,102008.5
3500,9.809535026550293,40.625,102011.75
3550,9.83051586151123,40.875,102030.0
3600,9.820832252502441,40.75,102010.5
3650,9.836112976074219,40.8125,102019.25
3700,9.800040245056152,40.8125,102032.25
3750,9.817105293273926,40.6875,101990.0
3800,9.8164701461792,40.75,102011.25
3850,9.812731742858887,40.9375,102004.75
3900,9.806851387023926,40.8125,102005.0
3950,9.768498420715332,40.75,102040.75
4000,9.850457191467285,40.6875,102008.75
4050,9.786662101745605,40.8125,102025.75
4100,9.802412986755371,40.75,102027.75
4150,9.81142807006836,40.6875,101973.75
4200,9.78126335144043,40.75,102003.25
4250,9.855301856994629,40.6875,101997.25
4300,9.792335510253906,40.875,102003.5
4350,9.812984466552734,40.8125,102022.5
4400,9.844910621643066,40.6875,101996.75
4450,9.778365135192871,40.8125,102003.0
4500,9.83698844909668,40.8125,102023.5
4550,9.847281455993652,40.8125,101968.75
4600,9.795819282531738,40.75,102025.5
4650,9.810754776000977,40.8125,102031.75
4700,9.808114051818848,40.8125,102006.25
4750,9.863934516906738,40.8125,102030.75
4800,9.828669548034668,40.6875,102014.75
4850,9.821667671203613,40.6875,102008.25
4900,9.808450698852539,40.6875,102018.0
4950,9.775518417358398,40.9375,102000.5
5000,9.807445526123047,40.6875,102004.0
5050,9.825677871704102,40.75,102028.0
5100,9.816012382507324,40.875,102011.0
5150,9.837636947631836,40.6875,101992.75
5200,9.804242134094238,40.75,102026.5
5250,9.810614585876465,40.75,101983.0
5300,9.806285858154297,40.75,102021.75
5350,9.79311752319336,40.6875,102035.5
5400,9.838881492614746,40.8125,102052.0
5450,9.783662796020508,40.75,101998.75
5500,9.858037948608398,40.75,101975.0
5550,9.815147399902344,40.75,102046.5
5600,9.799769401550293,40.75,102020.25
5650,9.852240562438965,40.75,102004.5
5700,9.773604393005371,40.8125,102029.25
5750,9.807089805603027,40.8125,102013.75
5800,9.79211139678955,40.8125,102060.0
5850,9.789375305175781,40.6875,102022.5
5900,9.831188201904297,40.75,102025.25
5950,9.829168319702148,40.6875,102016.25
6000,9.802108764648438,40.625,102004.0
6050,9.843229293823242,40.875,102016.25
6100,9.785613059997559,40.75,102042.25
6150,9.807497024536133,40.625,102024.5
6200,9.817950248718262,40.75,102040.25
6250,9.804957389831543,40.8125,102043.75
6300,9.846643447875977,40.6875,102033.25
6350,9.77951431274414,40.8125,102026.0
6400,9.833789825439453,40.8125,101989.5
6450,9.805902481079102,40.75,102028.75
6500,9.819160461425781,40.6875,102014.75
6550,9.792068481445312,40.75,101979.5
6600,9.839893341064453,40.8125,101998.0
6650,9.793912887573242,40.875,102039.75
6700,9.836112976074219,40.8125,102033.25
6750,9.801612854003906,40.75,102057.25
6800,9.822354316711426,40.6875,102028.0
6850,9.794081687927246,40.75,102006.75
6900,9.802225112915039,40.8125,102040.5
6950,9.812386512756348,40.8125,102020.5
7000,9.8143949508667,40.75,102002.25
7050,9.82938289642334,40.6875,101991.25
7100,9.798893928527832,40.8125,102013.5
7150,9.816020965576172,40.8125,102006.75
7200,9.804484367370605,40.6875,102020.25
7250,9.811012268066406,40.6875,102015.5
7300,9.819328308105469,40.6875,101974.75
7350,9.825197219848633,40.6875,102009.75
7400,9.791553497314453,40.6875,102013.25
7450,9.850424766540527,40.75,102018.0
7500,9.817357063293457,40.75,101998.25
7550,9.812750816345215,40.875,102047.5
7600,9.808483123779297,40.6875,102036.25
7650,9.78017520904541,40.75,102001.5
7700,9.817329406738281,40.5625,102044.0
7750,9.8241605758667,40.6875,101975.0
7800,9.800110816955566,40.875,102043.75
7850,9.83344554901123,40.6875,102008.75
7900,9.81438159942627,40.8125,102002.0
7950,9.81740951538086,40.75,101992.75
8000,9.824090957641602,40.875,101999.25
8050,9.803034782409668,40.8125,101998.5
8100,9.802885055541992,40.875,102006.25
8150,9.81773567199707,40.8125,102009.75
8200,9.794710159301758,40.625,102052.75
8250,9.838397026062012,40.75,102026.25
8300,9.832330703735352,40.8125,102016.5
8350,9.808469772338867,40.875,102043.75
8400,9.842208862304688,40.875,102040.75
8450,9.769343376159668,40.8125,102021.5
8500,9.818114280700684,40.625,102009.5
8550,9.798871040344238,40.75,102008.5
8600,9.803194046020508,40.8125,102007.5
8650,9.833539009094238,40.75,101996.0
8700,9.801809310913086,40.875,102027.0
8750,9.834005355834961,40.625,102025.75
8800,9.814544677734375,40.75,102023.25
8850,9.803797721862793,40.625,101996.5
8900,9.810754776000977,40.6875,102023.0
8950,9.815895080566406,40.6875,102042.75
9000,9.815727233886719,40.75,102041.75
9050,9.847919464111328,40.9375,102007.75
9100,9.796928405761719,40.8125,102007.5
9150,9.873577117919922,40.625,102026.25
9200,9.789665222167969,40.75,102035.0
9250,9.815572738647461,40.8125,101992.5
9300,9.803811073303223,40.8125,102021.0
9350,9.80815601348877,41.0,102038.0
9400,9.80327320098877,40.75,101992.0
9450,9.825790405273438,40.75,102005.75
9500,9.81511116027832,40.875,102027.5
9550,9.818549156188965,40.75,101994.0
9600,9.842954635620117,40.625,102006.0
9650,9.796067237854004,40.8125,101979.25
9700,9.799436569213867,40.875,102013.5
9750,9.813419342041016,40.875,102042.5
9800,9.809306144714355,40.75,102009.5
9850,9.845498085021973,40.6875,102033.75
9900,9.794527053833008,40.875,101999.5
9950,9.815796852111816,40.875,102036.25
10000,9.83325481414795,40.75,102023.25
10050,10.002885818481445,40.75,102016.5
10100,34.80821228027344,40.75,102023.0
10150,53.67070770263672,40.6875,102035.25
10200,54.15959167480469,40.6875,102019.25
10250,54.678627014160156,40.6875,102039.5
10300,53.71761703491211,40.8125,102018.75
10350,53.297401428222656,40.75,102011.75
10400,48.12698745727539,40.6875,102003.75
10450,45.05499267578125,40.75,102015.25
10500,44.73816680908203,40.8125,102020.0
10550,43.02256774902344,40.75,102010.0
10600,41.734031677246094,40.6875,101991.5
10650,42.80526351928711,40.6875,102018.0
10700,39.45036697387695,40.75,101968.5
10750,38.1282958984375,40.8125,102023.25
10800,38.934791564941406,40.75,101975.0
10850,36.62228012084961,40.8125,102004.25
10900,35.530372619628906,40.75,101980.5
10950,35.52193069458008,40.8125,101948.5
11000,34.61727523803711,40.75,101962.25
11050,34.15549087524414,40.75,101940.0
11100,33.954952239990234,40.9375,101986.75
11150,34.226951599121094,40.8125,101994.5
11200,34.756649017333984,40.875,101904.0
11250,33.68680953979492,40.6875,101923.25
11300,33.03459930419922,40.6875,101898.0
11350,32.417179107666016,40.8125,101872.25
11400,31.660581588745117,40.875,101894.0
11450,31.86517333984375,40.6875,101873.25
11500,31.91207504272461,40.8125,101867.0
11550,32.05168533325195,40.6875,101890.25
11600,31.0733699798584,40.6875,101852.0
11650,31.368358612060547,40.8125,101869.75
11700,24.834077835083008,40.75,101821.25
11750,3.570505380630493,40.8125,101780.75
11800,5.901994228363037,40.8125,101800.25
11850,6.639351844787598,40.8125,101801.5
11900,6.465848445892334,40.875,101767.75
11950,6.343425750732422,40.875,101803.75
12000,6.257847785949707,40.75,101754.25
12050,6.093032360076904,40.8125,101747.25
12100,5.983887195587158,40.875,101791.5
12150,5.788924217224121,40.75,101714.75
12200,5.650242805480957,40.6875,101731.25
12250,5.517512798309326,40.8125,101669.75
12300,5.344218730926514,40.875,101712.25
12350,5.154333114624023,40.6875,101704.5
12400,5.02864408493042,40.625,101647.5
12450,4.889857769012451,40.8125,101641.25
12500,4.727287292480469,40.875,101629.0
12550,4.606672763824463,40.75,101617.75
12600,4.561395645141602,40.75,101613.0
12650,4.390044212341309,40.75,101596.75
12700,4.1872663497924805,40.625,101570.25
12750,4.097384929656982,40.6875,101546.75
12800,4.199776649475098,40.8125,101561.25
12850,3.8519365787506104,40.75,101540.5
12900,3.8998775482177734,40.8125,101544.5
12950,3.7764203548431396,40.75,101572.5
13000,3.7795519828796387,40.6875,101512.25
13050,3.517674684524536,40.8125,101500.0
13100,3.410163402557373,40.6875,101488.5
13150,3.328570604324341,40.6875,101447.0
13200,3.249431848526001,40.8125,101435.0
13250,3.103254795074463,40.625,101416.0
13300,2.9337403774261475,40.75,101402.5
13350,2.8407139778137207,40.75,101359.25
13400,2.624499559402466,40.75,101363.5
13450,2.700965166091919,40.75,101382.75
13500,2.6577839851379395,40.75,101318.5
13550,2.4980602264404297,40.6875,101332.0
13600,2.386643409729004,40.8125,101346.0
13650,2.7534945011138916,40.8125,101303.25
13700,2.154632568359375,40.8125,101299.0
13750,2.0895440578460693,40.75,101274.75
13800,2.0284299850463867,40.75,101285.75
13850,2.0947608947753906,40.75,101256.5
13900,1.9936786890029907,41.0,101261.0
13950,1.750723123550415,40.875,101259.75
14000,1.6959872245788574,40.8125,101224.5
14050,1.8762233257293701,40.8125,101196.25
14100,1.9077085256576538,40.75,101209.75
14150,1.7112765312194824,40.875,101185.5
14200,1.7906579971313477,40.75,101191.75
14250,1.9937705993652344,40.75,101153.75
14300,2.0744788646698,40.75,101156.25
14350,1.5361747741699219,40.6875,101111.25
14400,1.5153764486312866,40.8125,101111.25
14450,1.4764753580093384,40.75,101094.25
14500,1.696933388710022,40.625,101074.0
14550,1.3191334009170532,40.6875,101053.25
14600,1.1034127473831177,40.875,101040.75
14650,1.2353709936141968,40.6875,101070.25
14700,1.8644299507141113,40.75,101053.25
14750,1.7543340921401978,40.75,101042.25
14800,1.0325645208358765,40.75,101037.25
14850,0.8774152994155884,40.875,100951.5
14900,0.9167260527610779,40.6875,100998.5
14950,0.7590488195419312,40.8125,100941.0
15000,0.7976968288421631,40.875,100969.0
15050,0.6980565786361694,40.8125,100944.0
15100,0.8596217632293701,40.6875,100906.25
15150,0.9626953601837158,40.6875,100907.25
15200,1.8112828731536865,40.8125,100859.25
15250,1.484528660774231,40.9375,100893.0
15300,0.6740602254867554,40.8125,100862.75
15350,0.8406887054443359,40.8125,100871.0
15400,0.8687489032745361,40.75,100885.5
15450,0.4793189465999603,40.75,100838.25
15500,0.46108123660087585,40.75,100848.5
15550,0.7141627073287964,40.75,100814.5
15600,0.7101058959960938,40.75,100801.25
15650,0.8463968634605408,40.625,100815.5
15700,0.8842354416847229,40.8125,100781.5
15750,0.8596751093864441,40.625,100742.75
15800,0.7957974672317505,40.75,100737.75
15850,0.7534092664718628,40.8125,100709.75
15900,0.6174627542495728,40.6875,100683.75
15950,0.9961260557174683,40.875,100729.25
16000,0.8840798735618591,40.75,100700.5
16050,0.6737880706787109,40.8125,100705.25
16100,0.6177597045898438,40.8125,100670.75
16150,0.4240914583206177,40.75,100646.5
16200,0.265918105840683,40.8125,100662.0
16250,0.20562276244163513,40.6875,100654.25
16300,0.2895301580429077,40.875,100624.75
16350,0.7839539051055908,40.8125,100694.75
16400,2.92900013923645,40.6875,100760.0
16450,5.997084617614746,40.8125,115993.25
16500,7.265136241912842,40.75,99908.0
16550,39.29216384887695,40.75,99884.0
16600,42.59700012207031,40.6875,99912.5
16650,76.68772888183594,40.875,99923.0
16700,40.896873474121094,40.75,99929.0
16750,39.21707534790039,40.875,99962.0
16800,21.32500457763672,40.75,99934.25
16850,9.189474105834961,40.8125,99993.25
16900,25.003442764282227,40.75,99931.5
16950,18.532100677490234,40.6875,99939.5
17000,19.37896728515625,40.875,99969.75
17050,13.049692153930664,40.75,99944.5
17100,47.847434997558594,40.75,99936.75
17150,30.48197364807129,40.8125,99981.75
17200,13.69238567352295,40.75,99989.0
17250,20.82917022705078,40.8125,99949.5
17300,19.209430694580078,40.75,99960.5
17350,12.255263328552246,40.75,99937.0
17400,13.783596992492676,40.8125,99952.25
17450,17.48866081237793,40.75,99934.75
17500,27.93117332458496,40.75,99925.5
17550,32.87006759643555,40.875,99961.75
17600,22.46111488342285,40.6875,99947.5
17650,18.952938079833984,40.6875,99917.5
17700,20.2369441986084,40.8125,99975.75
17750,16.027437210083008,40.9375,99949.0
17800,13.452792167663574,40.875,99966.5
17850,5.950704097747803,40.75,99988.0
17900,4.573955535888672,40.6875,99969.5
17950,15.118605613708496,40.75,99948.25
18000,16.052637100219727,40.8125,99942.75
18050,11.401815414428711,40.75,99968.5
18100,21.25287628173828,40.75,99936.5
18150,16.57540512084961,40.75,99954.25
18200,6.829237461090088,40.875,99980.0
18250,9.652670860290527,40.8125,99986.5
18300,10.661330223083496,40.875,100000.25
18350,20.006031036376953,40.8125,99987.75
18400,11.531135559082031,40.625,100002.75
18450,18.52395248413086,40.75,100027.25
18500,13.79040241241455,40.75,100001.0
18550,17.169509887695312,40.8125,100006.75
18600,17.875783920288086,40.75,99984.75
18650,16.6407413482666,40.6875,100007.0
18700,8.556312561035156,40.8125,100029.75
18750,5.46758508682251,40.875,100001.5
18800,11.83284854888916,40.8125,99985.75
18850,10.901392936706543,40.625,99987.25
18900,10.311442375183105,40.75,100029.25
18950,12.973106384277344,40.875,99996.75
19000,14.85542106628418,40.75,100009.0
19050,13.781890869140625,40.875,100006.5
19100,10.487412452697754,40.875,100033.0
19150,11.729117393493652,40.6875,100024.25
19200,11.450582504272461,40.6875,100038.5
19250,12.309538841247559,40.6875,100050.0
19300,10.34026050567627,40.75,100059.25
19350,13.032827377319336,40.6875,100058.25
19400,11.846942901611328,40.9375,100018.75
19450,15.776556015014648,40.875,100009.0
19500,15.558211326599121,40.875,100032.25
19550,15.979676246643066,40.6875,100060.25
19600,10.234618186950684,40.8125,100061.75
19650,7.130329608917236,40.75,100057.75
19700,5.481590270996094,40.8125,100020.75
19750,9.419732093811035,40.8125,100073.75
19800,10.55590534210205,40.8125,100054.75
19850,14.579744338989258,40.6875,100072.5
19900,14.899948120117188,40.75,100038.5
19950,12.463679313659668,40.75,100035.5
20000,10.858967781066895,40.875,100042.5
20050,9.52713680267334,40.875,100059.25
20100,8.425918579101562,40.875,100054.75
20150,9.494745254516602,40.8125,100032.5
20200,9.394007682800293,40.75,100073.25
20250,8.64427661895752,40.6875,100057.25
20300,9.389032363891602,41.0,100074.75
20350,9.78041934967041,40.8125,100073.0
20400,10.50124740600586,40.625,100084.25
20450,9.371916770935059,40.75,100107.75
20500,8.992647171020508,40.8125,100074.5
20550,11.888057708740234,40.875,100059.5
20600,13.773053169250488,40.75,100106.5
20650,12.60283374786377,40.75,100051.25
20700,9.29944896697998,40.8125,100077.0
20750,7.578352451324463,40.8125,100080.25
20800,9.383150100708008,40.75,100032.5
20850,10.643280029296875,40.875,100068.75
20900,13.424333572387695,40.8125,100122.0
20950,13.995365142822266,40.75,100126.0
21000,12.899378776550293,40.75,100115.5
21050,12.019272804260254,40.8125,100133.0
21100,12.05951976776123,40.875,100093.75
21150,10.443256378173828,40.8125,100112.75
21200,11.490272521972656,40.875,100124.5
21250,10.495415687561035,40.6875,100074.0
21300,11.040745735168457,40.9375,100154.0
21350,11.646889686584473,40.8125,100118.0
21400,12.186087608337402,40.75,100114.5
21450,13.59878921508789,40.75,100120.0
21500,12.85508918762207,40.75,100091.5
21550,10.631109237670898,40.875,100113.5
21600,9.671346664428711,40.8125,100136.0
21650,8.632667541503906,40.9375,100145.0
21700,8.854471206665039,40.6875,100114.75
21750,9.672797203063965,40.75,100183.75
21800,9.193345069885254,40.6875,100158.0
21850,10.685236930847168,40.6875,100168.0
21900,9.899176597595215,40.75,100150.5
21950,9.328876495361328,40.75,100158.75
22000,8.732641220092773,40.9375,100135.0
22050,8.968340873718262,40.8125,100135.5
22100,9.462418556213379,40.875,100188.5
22150,10.18792724609375,40.8125,100187.5
22200,11.958751678466797,40.8125,100172.75
22250,12.066107749938965,40.9375,100144.25
22300,10.862218856811523,40.75,100194.0
22350,9.150667190551758,40.75,100210.0
22400,9.631606101989746,40.875,100204.5
22450,9.064871788024902,40.875,100189.5
22500,9.621970176696777,40.75,100190.5
22550,10.067100524902344,40.75,100208.0
22600,10.235313415527344,40.6875,100182.25
22650,9.147911071777344,40.8125,100189.0
22700,9.218127250671387,40.875,100223.0
22750,8.522378921508789,40.8125,100231.25
22800,10.096942901611328,40.8125,100224.25
22850,10.219480514526367,40.875,100191.5
22900,11.021574020385742,40.875,100235.75
22950,12.343682289123535,40.8125,100212.75
23000,12.171899795532227,40.75,100212.0
23050,12.096689224243164,40.8125,100209.25
23100,10.954079627990723,40.6875,100232.5
23150,11.084342002868652,40.6875,100199.25
23200,10.596367835998535,40.875,100221.0
23250,10.397492408752441,40.75,100238.25
23300,10.066390991210938,40.875,100187.0
23350,10.909798622131348,40.8125,100223.5
23400,10.198835372924805,40.875,100245.75
23450,10.925138473510742,40.8125,100205.75
23500,10.122761726379395,40.75,100238.5
23550,11.342037200927734,40.75,100230.75
23600,10.617659568786621,40.75,100243.75
23650,8.445521354675293,40.8125,100267.75
23700,9.732688903808594,40.8125,100226.5
23750,9.906761169433594,40.625,100234.25
23800,11.573006629943848,40.75,100229.75
23850,12.560718536376953,40.875,100278.25
23900,14.282923698425293,40.8125,100254.5
23950,9.951135635375977,40.75,100289.5
24000,10.555487632751465,40.75,100253.25
24050,10.328234672546387,40.75,100290.25
24100,13.011395454406738,40.8125,100277.75
24150,12.129339218139648,40.75,100267.5
24200,12.882400512695312,40.75,100224.5
24250,11.682613372802734,40.6875,100267.5
24300,13.492728233337402,40.625,100318.0
24350,11.769622802734375,40.8125,100276.0
24400,7.283298015594482,40.8125,100306.5
24450,9.19942855834961,40.8125,100328.25
24500,11.091253280639648,40.8125,100302.5
24550,13.590770721435547,40.6875,100320.75
24600,12.673097610473633,40.875,100300.25
24650,11.07422161102295,40.75,100297.5
24700,7.546590805053711,40.8125,100296.5
24750,12.227999687194824,40.875,100319.25
24800,12.419088363647461,40.8125,100317.5
24850,14.097479820251465,40.875,100316.75
24900,13.322859764099121,40.875,100262.25
24950,12.429178237915039,40.75,100333.25
25000,9.64729118347168,40.8125,100322.0
25050,12.93374252319336,40.75,100293.75
25100,12.040157318115234,40.75,100333.75
25150,12.52543830871582,40.9375,100281.0
25200,10.424050331115723,40.75,100317.0
25250,9.056985855102539,40.875,100340.25
25300,9.804606437683105,40.8125,100326.25
25350,13.233404159545898,41.0,100354.25
25400,14.097755432128906,40.875,100336.5
25450,10.31760025024414,40.8125,100367.5
25500,11.990506172180176,40.75,100330.5
25550,11.657543182373047,40.8125,100370.0
25600,10.7724609375,40.8125,100366.0
25650,12.155725479125977,40.75,100361.0
25700,9.210265159606934,40.75,100368.25
25750,8.096163749694824,40.9375,100396.25
25800,12.34682559967041,40.75,100374.0
25850,15.282069206237793,40.8125,100353.5
25900,11.49006462097168,40.75,100347.5
25950,9.797242164611816,40.6875,100355.25
26000,10.87789535522461,40.75,100387.0
26050,12.977032661437988,40.8125,100353.5
26100,14.52888011932373,40.75,100374.75
26150,13.077381134033203,40.875,100397.75
26200,13.959325790405273,40.8125,100383.5
26250,11.148547172546387,40.75,100375.0
26300,9.578550338745117,40.6875,100369.75
26350,9.19714069366455,40.875,100383.75
26400,13.513092041015625,40.8125,100378.75
26450,9.763863563537598,40.8125,100391.0
26500,9.713422775268555,40.875,100386.25
26550,9.582441329956055,40.8125,100399.0
26600,8.546419143676758,40.875,100422.75
26650,8.03631591796875,40.75,100404.5
26700,10.696144104003906,40.6875,100427.75
26750,11.373590469360352,40.8125,100440.5
26800,12.268682479858398,40.75,100414.75
26850,11.255616188049316,40.8125,100433.75
26900,10.082053184509277,40.75,100442.0
26950,12.608526229858398,40.8125,100433.5
27000,11.892208099365234,40.6875,100463.0
27050,12.24395751953125,40.75,100457.5
27100,10.595471382141113,40.9375,100435.5
27150,10.29421615600586,40.6875,100447.75
27200,10.693297386169434,40.875,100447.75
27250,10.522038459777832,40.875,100450.75
27300,10.556517601013184,40.75,100468.5
27350,9.24289321899414,40.6875,100486.25
27400,10.352935791015625,40.9375,100444.75
27450,12.381645202636719,40.875,100447.25
27500,12.693526268005371,40.8125,100481.0
27550,10.201924324035645,40.6875,100502.0
27600,9.603015899658203,40.6875,100478.0
27650,9.521041870117188,40.8125,100407.0
27700,12.160942077636719,40.8125,100438.75
27750,12.424665451049805,40.6875,100459.5
27800,10.553719520568848,40.625,100500.25
27850,11.397664070129395,40.8125,100474.25
27900,11.112306594848633,40.9375,100512.5
27950,12.494507789611816,40.8125,100494.5
28000,11.918892860412598,40.75,100500.25
28050,9.943681716918945,40.75,100519.5
28100,10.407821655273438,40.8125,100466.25
28150,10.215980529785156,40.75,100498.5
28200,10.330449104309082,40.75,100490.0
28250,10.689801216125488,40.75,100496.0
28300,11.683182716369629,40.875,100530.0
28350,11.454253196716309,40.6875,100529.75
28400,11.463229179382324,40.8125,100522.0
28450,12.948816299438477,40.6875,100491.0
28500,9.156569480895996,40.75,100505.5
28550,8.890676498413086,40.6875,100512.25
28600,9.957963943481445,40.875,100497.75
28650,10.251402854919434,40.8125,100506.5
28700,10.759638786315918,40.625,100531.0
28750,10.457303047180176,40.9375,100529.0
28800,10.017385482788086,40.75,100499.0
28850,11.284981727600098,40.75,100549.75
28900,13.4935302734375,40.875,100529.0
28950,13.450648307800293,40.6875,100515.5
29000,12.094858169555664,40.8125,100494.5
29050,10.952228546142578,40.625,100573.5
29100,9.872758865356445,40.75,100562.75
29150,14.26124095916748,40.875,100571.0
29200,14.872648239135742,40.75,100548.5
29250,13.392492294311523,40.875,100594.25
29300,10.80264663696289,40.875,100595.75
29350,10.732156753540039,41.0,100552.5
29400,12.086616516113281,40.6875,100528.5
29450,11.737829208374023,40.875,100564.75
29500,10.484827995300293,40.875,100572.75
29550,10.798125267028809,40.8125,100576.75
29600,10.418768882751465,40.875,100577.0
29650,10.362215995788574,40.875,100606.25
29700,9.969074249267578,40.75,100581.5
29750,10.746789932250977,40.75,100586.25
29800,10.346355438232422,40.75,100605.25
29850,11.057629585266113,40.75,100601.75
29900,10.506218910217285,40.75,100564.0
29950,10.492956161499023,40.8125,100637.0
30000,11.480834007263184,40.875,100593.75
30050,14.781164169311523,40.6875,100644.75
30100,11.605489730834961,40.625,100665.75
30150,10.56552791595459,40.8125,100617.5
30200,10.096602439880371,40.8125,100588.5
30250,9.566784858703613,40.75,100621.75
30300,10.539976119995117,40.8125,100580.75
30350,12.782632827758789,40.6875,100602.5
30400,12.47709846496582,40.75,100645.25
30450,10.13266372680664,40.875,100632.5
30500,9.244521141052246,40.6875,100654.25
30550,9.808455467224121,40.8125,100636.75
30600,10.211130142211914,40.75,100667.5
30650,11.427590370178223,40.6875,100655.0
30700,11.252715110778809,40.8125,100644.0
30750,10.918634414672852,40.75,100643.75
30800,9.932708740234375,40.875,100571.75
30850,10.141204833984375,40.75,100655.5
30900,9.774349212646484,40.75,100676.25
30950,10.473217964172363,40.6875,100626.75
31000,10.866945266723633,40.8125,100647.25
31050,10.475188255310059,40.75,100666.25
31100,9.617237091064453,40.8125,100693.25
31150,10.13317584991455,40.625,100686.25
31200,10.470590591430664,40.875,100689.25
31250,10.691376686096191,40.625,100675.0
31300,11.796798706054688,40.875,100684.5
31350,8.7444429397583,40.75,100681.5
31400,9.000675201416016,40.75,100675.25
31450,10.089564323425293,40.6875,100696.75
31500,10.64417552947998,40.875,100692.5
31550,10.92842960357666,40.8125,100691.5
31600,10.327994346618652,40.75,100659.75
31650,10.779302597045898,40.75,100677.0
31700,11.2759370803833,40.9375,100697.5
31750,11.523843765258789,40.5625,100669.75
31800,12.160240173339844,40.75,100713.25
31850,10.813045501708984,40.8125,100696.75
31900,10.985085487365723,40.8125,100694.5
31950,11.384639739990234,40.8125,100703.0
32000,12.158287048339844,40.8125,100698.25
32050,12.469947814941406,40.625,100721.0
32100,11.448587417602539,40.8125,100713.5
32150,9.703801155090332,40.8125,100738.0
32200,10.712445259094238,40.6875,100738.75
32250,11.87529468536377,40.8125,100700.25
32300,11.158184051513672,40.875,100723.0
32350,11.223114013671875,40.6875,100680.75
32400,10.746176719665527,40.6875,100722.5
32450,11.880541801452637,40.8125,100766.0
32500,11.517402648925781,40.8125,100726.25
32550,11.325873374938965,40.875,100734.75
32600,9.417863845825195,40.875,100763.75
32650,10.226550102233887,40.6875,100729.25
32700,11.123488426208496,40.875,100710.5
32750,11.151030540466309,40.9375,100745.25
32800,11.547746658325195,40.75,100730.75
32850,13.003223419189453,40.875,100769.25
32900,8.659991264343262,40.75,100751.0
32950,8.048672676086426,40.625,100764.25
33000,8.844584465026855,40.8125,100778.25
33050,10.075419425964355,40.6875,100752.25
33100,10.309724807739258,40.8125,100758.75
33150,11.638140678405762,40.75,100741.75
33200,10.623014450073242,40.875,100792.0
33250,10.430413246154785,40.8125,100808.75
33300,10.0654878616333,40.8125,100768.0
33350,11.98840618133545,40.6875,100792.5
33400,11.90964412689209,40.8125,100839.5
33450,12.410576820373535,40.75,100728.5
33500,12.005054473876953,40.6875,100784.25
33550,12.173869132995605,40.75,100839.0
33600,10.656503677368164,40.6875,100816.75
33650,11.843973159790039,40.8125,100803.25
33700,11.901917457580566,40.75,100830.0
33750,11.461045265197754,40.9375,100802.0
33800,12.20175838470459,40.8125,100801.5
33850,11.933534622192383,40.9375,100809.25
33900,10.115374565124512,40.75,100825.5
33950,12.28113842010498,40.875,100836.5
