time,accel,temperature,pressure
29400,1.436521053314209,38.9375,100277.0
29450,0.9621712565422058,38.875,100236.75
29500,0.9127154350280762,39.0,100264.75
29550,1.1777914762496948,38.9375,100270.25
29600,1.0300744771957397,39.0,100207.75
29650,1.029718279838562,38.9375,100255.25
29700,0.8140849471092224,38.9375,100189.5
29750,0.7816692590713501,38.9375,100186.25
29800,0.7314824461936951,39.0625,100155.0
29850,0.7597734332084656,39.0,100204.5
29900,0.5891876816749573,38.875,100174.0
29950,0.6237435340881348,38.875,100153.0
30000,0.9038801193237305,38.9375,100137.25
30050,0.8475879430770874,38.8125,100173.25
30100,0.8328518867492676,38.875,100107.75
30150,0.6423603296279907,38.875,100101.25
30200,0.6394267082214355,39.0625,100145.5
30250,0.5238434076309204,39.0,100095.0
30300,0.44591325521469116,38.8125,100060.75
30350,0.475187212228775,39.0,100073.0
30400,0.6285041570663452,38.9375,100073.5
30450,0.45898789167404175,38.8125,100055.5
30500,0.45648327469825745,38.9375,100026.25
30550,0.530195415019989,39.0,100015.75
30600,0.6271894574165344,39.0,99998.75
30650,0.6474091410636902,38.875,100001.0
30700,0.6680465936660767,38.875,100049.0
30750,0.7597734332084656,39.0,100013.25
30800,0.7404550313949585,39.0,99998.5
30850,0.5973041653633118,39.0625,99980.5
30900,0.37164920568466187,38.875,99982.0
30950,0.3242000341415405,39.0,99974.75
31000,0.3357350528240204,38.9375,99974.5
31050,0.35069945454597473,38.9375,99960.0
31100,0.4068734347820282,39.0,99984.5
31150,0.44755566120147705,39.0,99975.0
31200,0.4880414307117462,39.0,99974.5
31250,0.3730040192604065,38.875,99948.0
31300,0.26729416847229004,39.0,99942.25
31350,0.2974982261657715,38.875,99961.5
31400,0.7638066411018372,38.875,100015.75
31450,1.8847097158432007,38.9375,100052.75
31500,2.1558666229248047,39.0,100136.5
31550,12.791986465454102,39.0,112858.25
31600,3.2617568969726562,39.0,102007.5
31650,10.66583251953125,39.0,100065.0
31700,41.71549606323242,38.9375,99886.75
31750,59.453086853027344,38.9375,99903.5
31800,68.782958984375,38.875,99940.75
31850,25.46944808959961,38.9375,99879.25
31900,18.845048904418945,38.9375,99889.5
31950,3.784632444381714,38.9375,99887.5
32000,57.63190841674805,39.0,99850.5
32050,28.689424514770508,38.9375,99878.0
32100,23.027713775634766,39.0,99900.5
32150,16.145559310913086,38.9375,99951.0
32200,18.307537078857422,39.0625,99928.75
32250,16.867399215698242,38.9375,99943.75
32300,13.318046569824219,39.0,99934.25
32350,6.617081642150879,38.9375,99906.25
32400,10.32930850982666,38.9375,99904.5
32450,13.52713680267334,39.125,99887.75
32500,16.255578994750977,38.9375,99903.5
32550,11.73688793182373,38.9375,99913.0
32600,28.1731014251709,39.0,99935.0
32650,15.097270965576172,39.0625,99940.0
32700,8.856584548950195,38.9375,99913.0
32750,12.085103034973145,39.0625,99957.0
32800,10.752967834472656,38.9375,99898.5
32850,8.775642395019531,39.0,99929.75
32900,11.374968528747559,38.9375,99972.75
32950,6.371571063995361,39.0,99951.5
33000,8.658016204833984,38.9375,99961.5
33050,5.426163196563721,39.0,99945.0
33100,6.356634140014648,39.0625,99918.5
33150,15.4695463180542,38.9375,99964.25
33200,11.517045021057129,39.0,99950.5
33250,10.551251411437988,38.9375,99978.75
33300,5.347058296203613,39.0,100016.75
33350,7.904886722564697,38.9375,99991.0
33400,11.649746894836426,38.875,100006.5
33450,11.792009353637695,38.9375,99998.5
